ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;ESTU_ESTUDIANTE;ESTU_PAIS_RESIDE;ESTU_DEPTO_RESIDE;ESTU_MCPIO_RESIDE;ESTU_ESTADOCIVIL;ESTU_TITULOOBTENIDOBACHILLER;ESTU_ANO_EXAMENESTADO_SB11;ESTU_SEMESTRE_EXAMENESTADOSB11;ESTU_PORCENTAJECREDITOSAPROB;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_TOMO_CURSOPREPARACION;ESTU_SIMULACROTIPOICFES;ESTU_ACTIVIDADREFUERZOAREAS;ESTU_ACTIVIDADREFUERZOGENERIC;ESTU_SEMESTRECURSA;FAMI_HOGARACTUAL;FAMI_CABEZAFAMILIA;FAMI_NUMPERSONASACARGO;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_OCUPACIONPADRE;FAMI_OCUPACIONMADRE;FAMI_ESTRATOVIVIENDA;FAMI_NIVEL_SISBEN;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_PISOS_HOGAR;FAMI_TIENEINTERNET;FAMI_TIENE_SERVICIOTV;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENE_MICROONDAS;FAMI_TIENE_HORNO;FAMI_TIENEAUTOMOVIL;FAMI_TIENE_DVD;FAMI_TIENE_NEVERA;FAMI_TIENE_CELULAR;FAMI_TELEFONO;FAMI_INGRESO_FMILIAR_MENSUAL;ESTU_TRABAJA_ACTUALMENTE;INST_NOMBRE_INSTITUCION;ESTU_PRGM_ACADEMICO;GRUPOREFERENCIA;ESTU_PRGM_MUNICIPIO;ESTU_PRGM_DEPARTAMENTO;ESTU_NIVEL_PRGM_ACADEMICO;ESTU_METODO_PRGM;ESTU_NUCLEO_PREGRADO;ESTU_INST_MUNICIPIO;ESTU_INST_DEPARTAMENTO;INST_CARACTER_ACADEMICO;INST_ORIGEN;ESTU_MCPIO_PRESENTACION;ESTU_DEPTO_PRESENTACION;ESTU_COD_DEPTO_PRESENTACION;MOD_RAZONA_CUANTITAT_PUNT;MOD_RAZONA_CUANTITATIVO_PNAL;MOD_RAZONA_CUANTITATIVO_PGREF;MOD_LECTURA_CRITICA_PUNT;MOD_LECTURA_CRITICA_PNAL;MOD_LECTURA_CRITICA_PGREF;MOD_COMPETEN_CIUDADA_PUNT;MOD_COMPETEN_CIUDADA_PNAL;MOD_COMPETEN_CIUDADA_PGREF;MOD_INGLES_PUNT;MOD_INGLES_DESEM;MOD_INGLES_PNAL;MOD_INGLES_PGREF;MOD_COMUNI_ESCRITA_PUNT;MOD_COMUNI_ESCRITA_DESEM;MOD_COMUNI_ESCRITA_PNAL;MOD_COMUNI_ESCRITA_PGREF;PUNT_GLOBAL;PERCENTIL_GLOBAL;ESTU_INSE_INDIVIDUAL
COLOMBIA;F;30/07/1991;ESTUDIANTE;COLOMBIA;PUTUMAYO;MOCOA;Soltero;Bachiller acadÇmico;2008;Primer semestre;Entre el 76% y el 80%;No pag¢ matr°cula;No;No;No;No;3;Es temporal por razones de estudio u otra raz¢n;Si;Una;Primaria incompleta;Primaria incompleta;Peque§o empresario;Hogar;Estrato 1;Nivel 1;Cinco;Cinco;Madera burda, tabla, tabl¢n;Si;Si;Si;Si;No;No;No;No;Si;Si;No;Menos de 1 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N ADMINISTRATIVA;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;PUERTO AS÷S;PUTUMAYO;TECNOLOG÷A;PRESENCIAL;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;MOCOA;PUTUMAYO;86;75;11;12;83;20;20;70;8;7;78;-A1;14;14;79;1;15;14;77;6;45.98671
COLOMBIA;M;12/11/1990;ESTUDIANTE;COLOMBIA;SANTANDER;BUCARAMANGA;Soltero;Bachiller tÇcnico;2007;Segundo semestre;M†s del 90%;Entre 1 mill¢n y menos de 3 millones;No;No;No;No;6;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Empleado de nivel auxiliar o administrativo;Hogar;Estrato 3;Nivel 1;Tres;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;No;No;No;Si;No;No;No;Si;Si;Entre 1 y menos de 2 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;UNIDADES TECNOLOGICAS DE SANTANDER-BUCARAMANGA;TECNOLOGIA EN GESTION EMPRESARIAL;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BUCARAMANGA;SANTANDER;TECNOLOG÷A;PRESENCIAL;ADMINISTRACION;BUCARAMANGA;SANTANDER;INSTITUCI‡N TECNOL‡GICA;OFICIAL DEPARTAMENTAL;BUCARAMANGA;SANTANDER;68;120;83;86;119;83;84;123;88;88;101;A1;57;59;118;3;82;80;116;86;48.131577
COLOMBIA;M;22/03/1988;ESTUDIANTE;COLOMBIA;NORTE SANTANDER;TIBÈ;Soltero;Bachiller acadÇmico;2008;Segundo semestre;Entre el 81% y el 90%;Entre 500 mil y menos de 1 mill¢n;No;No;No;No;7;Es habitual o permanente;No;Ninguna;Primaria incompleta;Primaria completa;Trabajador por cuenta propia;Hogar;Estrato 1;Nivel 2;Dos;Tres;Cemento, gravilla, ladrillo;No;No;No;No;No;No;No;No;Si;Si;No;Entre 1 y menos de 2 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA;TECNOLOGIA COMERCIAL Y FINANCIERA;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;TIBÈ;NORTE SANTANDER;TECNOLOG÷A;DISTANCIA;ADMINISTRACION;CÈCUTA;NORTE SANTANDER;UNIVERSIDAD;OFICIAL DEPARTAMENTAL;CÈCUTA;NORTE SANTANDER;54;87;27;28;112;73;73;127;92;92;71;-A1;4;4;83;2;19;16;96;41;31.044497
COLOMBIA;M;22/08/1994;ESTUDIANTE;COLOMBIA;ANTIOQUIA;MEDELL÷N;Soltero;Bachiller tÇcnico;2010;Segundo semestre;M†s del 90%;Entre 500 mil y menos de 1 mill¢n;No;No;No;No;6;Es habitual o permanente;No;Una;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 3;Nivel 3;Tres;Tres;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;No;No;Si;No;Si;Si;Si;Si;Entre 1 y menos de 2 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;INSTITUCION  UNIVERSITARIA PASCUAL BRAVO-MEDELLIN;TECNOLOGIA EN  MECANICA INDUSTRIAL;TECNOLOGICO EN INGENIER÷A, INDUSTRIA Y MINAS;MEDELL÷N;ANTIOQUIA;TECNOLOG÷A;PRESENCIAL;INGENIERIA MECANICA Y AFINES;MEDELL÷N;ANTIOQUIA;INSTITUCI‡N UNIVERSITARIA;OFICIAL NACIONAL;MEDELL÷N;ANTIOQUIA;5;114;75;67;75;11;11;58;2;3;85;A1;25;24;81;1;16;19;83;13;54.555248
COLOMBIA;F;28/03/1997;ESTUDIANTE;COLOMBIA;ANTIOQUIA;MEDELL÷N;Soltero;Bachiller tÇcnico;2014;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;5;Es habitual o permanente;No;Ninguna;TÇcnica o tecnol¢gica completa;Secundaria (Bachillerato) incompleta;Trabajador por cuenta propia;Empleado obrero u operario;Estrato 4;Nivel 3;Dos;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;Entre 1 y menos de 2 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN ELECTRICIDAD INDUSTRIAL;TECNOLOGICO EN INGENIER÷A, INDUSTRIA Y MINAS;MEDELL÷N;ANTIOQUIA;TECNOLOG÷A;DISTANCIA;SIN CLASIFICAR;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;MEDELL÷N;ANTIOQUIA;5;78;15;12;87;27;26;82;19;20;91;A1;37;36;76;1;13;16;83;13;59.588474
COLOMBIA;F;08/08/1983;ESTUDIANTE;COLOMBIA;NARI•O;PASTO;Separado y/o Divorciado;Bachiller acadÇmico;2001;Segundo semestre;Entre el 81% y el 90%;No pag¢ matr°cula;No;No;No;No;4;Es temporal por razones de estudio u otra raz¢n;Si;Tres;Secundaria (Bachillerato) completa;Primaria incompleta;Empleado de nivel auxiliar o administrativo;Trabajador por cuenta propia;Estrato 2;No est† clasificada por el SISBEN;Tres;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;No;No;No;No;No;Si;Si;No;Menos de 1 SMLV;Si, pr†ctica obligatoria del programa de estudios;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N DOCUMENTAL;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;PASTO;NARI•O;TECNOLOG÷A;DISTANCIA;BIBLIOTECOLOGIA, OTROS DE CIENCIAS SOCIALES Y HUMANAS;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;PASTO;NARI•O;52;100;50;52;119;83;84;103;55;53;109;A2;71;72;97;2;43;40;106;67;46.57637
COLOMBIA;F;18/10/1998;ESTUDIANTE;COLOMBIA;ATLANTICO;BARRANQUILLA;Soltero;Bachiller acadÇmico;2014;Segundo semestre;Entre el 76% y el 80%;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Trabajador por cuenta propia;Hogar;Estrato 2;Nivel 2;Cuatro;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;No;Si;No;Si;Si;Si;Si;Si;Si;Si;Menos de 1 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N ADMINISTRATIVA;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BARRANQUILLA;ATLANTICO;TECNOLOG÷A;DISTANCIA;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BARRANQUILLA;ATLANTICO;8;84;23;24;102;55;55;95;39;38;121;A2;85;86;92;2;30;27;99;49;52.277637
COLOMBIA;F;23/04/1995;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Casado;Bachiller acadÇmico;2011;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;Si;Si;No;No;3;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Trabajador por cuenta propia;Otra actividad u ocupaci¢n;Estrato 2;Nivel 2;Una;Dos;Tierra, arena;Si;Si;Si;Si;No;No;No;Si;Si;Si;Si;Entre 1 y menos de 2 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOGIA EN GESTION FINANCIERA Y DE TESORERIA;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;PRESENCIAL;CONTADURIA PUBLICA;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BOGOTµ, D.C.;BOGOTA;11;88;29;30;68;6;5;113;73;73;106;A2;66;68;71;1;8;7;89;24;52.89175
COLOMBIA;F;19/03/1989;ESTUDIANTE;COLOMBIA;NORTE SANTANDER;CÈCUTA;Uni¢n libre;Bachiller tÇcnico;2016;Primer semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;4;Es temporal por razones de estudio u otra raz¢n;No;Una;Secundaria (Bachillerato) completa;Primaria incompleta;Pensionado;Otra actividad u ocupaci¢n;Estrato 2;Nivel 1;Seis;Cuatro;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;No;Si;Si;No;No;No;Si;Si;Si;Si;Entre 2 y menos de 3 SMLV;Si, para adquirir experiencia y/o recursos para sus gastos personales;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN DIRECCI‡N DE VENTAS;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;CÈCUTA;NORTE SANTANDER;TECNOLOG÷A;DISTANCIA;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;CÈCUTA;NORTE SANTANDER;54;78;15;15;97;45;44;114;75;75;83;-A1;22;22;121;4;86;85;99;49;52.480957
COLOMBIA;M;10/08/1976;ESTUDIANTE;COLOMBIA;BOYACA;PUERTO BOYACµ;Casado;Bachiller acadÇmico;1993;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;Si;Cinco;Primaria incompleta;Primaria incompleta;Trabajador por cuenta propia;Hogar;Estrato 2;No est† clasificada por el SISBEN;Seis;Cuatro;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;No;No;No;No;Si;Si;Si;Entre 1 y menos de 2 SMLV;Si, para adquirir experiencia y/o recursos para sus gastos personales;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N DE MERCADOS;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;DUITAMA;BOYACA;TECNOLOG÷A;PRESENCIAL;ECONOMIA;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;LA DORADA;CALDAS;17;89;30;32;111;71;72;95;39;38;77;-A1;13;13;103;2;50;48;95;38;51.148972
COLOMBIA;F;31/10/1992;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Uni¢n libre;Bachiller tÇcnico;2009;Primer semestre;Entre el 76% y el 80%;Entre 1 mill¢n y menos de 3 millones;No;No;No;No;7;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 3;No est† clasificada por el SISBEN;Cuatro;Tres;M†rmol, madera pulida, alfombra, tapete pared a pared;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Entre 3 y menos de 5 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;POLITECNICO INTERNACIONAL INSTITUCION DE EDUCACION SUPERIOR-BOGOTµ D.C.;TECNICO PROFESIONAL EN CONTABILIDAD Y FINANZAS;TECNICO EN ADMINISTRACI‡N Y TURISMO;BOGOTµ, D.C.;BOGOTA;TêCNICO PROFESIONAL;PRESENCIAL;CONTADURIA PUBLICA;BOGOTµ, D.C.;BOGOTA;TêCNICA PROFESIONAL;NO OFICIAL - FUNDACI‡N;BOGOTµ, D.C.;BOGOTA;11;127;91;93;123;87;89;110;68;69;104;A2;63;66;113;3;73;71;115;85;71.149628
COLOMBIA;F;08/03/1989;ESTUDIANTE;COLOMBIA;SAN ANDRES;SAN ANDRêS;Soltero;Bachiller acadÇmico;2005;Primer semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;Si;Si;No;No;6;Es habitual o permanente;No;Una;Secundaria (Bachillerato) completa;Educaci¢n profesional completa;Pensionado;Empleado de nivel tÇcnico o profesional;Estrato 1;Nivel 1;Seis;Cuatro;Cemento, gravilla, ladrillo;No;Si;Si;Si;Si;No;No;Si;Si;Si;No;Entre 1 y menos de 2 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N ADMINISTRATIVA;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;SAN ANDRêS;SAN ANDRES;TECNOLOG÷A;DISTANCIA;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;SAN ANDRêS;SAN ANDRES;88;67;5;5;75;11;10;87;26;25;91;A1;37;38;81;1;16;14;80;9;45.206196
COLOMBIA;M;13/11/1992;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Soltero;Bachiller acadÇmico;2009;Segundo semestre;M†s del 90%;No pag¢ matr°cula;No;No;No;No;;Es habitual o permanente;No;Dos;Educaci¢n profesional completa;Secundaria (Bachillerato) incompleta;Otra actividad u ocupaci¢n;Empleado de nivel auxiliar o administrativo;Estrato 3;Nivel 3;Tres;Tres;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;No;No;No;Si;No;Si;Si;Entre 2 y menos de 3 SMLV;Si, para contribuir a pagar su matr°cula y/o los gastos del hogar;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOGIA EN GESTION BANCARIA Y DE ENTIDADES FINANCIERAS;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;DISTANCIA;ECONOMIA;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BOGOTµ, D.C.;BOGOTA;11;100;50;52;100;51;51;78;15;14;91;A1;37;38;63;1;5;4;86;18;59.421627
COLOMBIA;F;13/07/1996;ESTUDIANTE;COLOMBIA;BOLIVAR;CARTAGENA DE INDIAS;Soltero;Bachiller acadÇmico;2012;Primer semestre;No sigue el sistema de crÇditos;Entre 500 mil y menos de 1 mill¢n;Si;Si;No;No;6;Es habitual o permanente;No;Ninguna;Primaria incompleta;Secundaria (Bachillerato) incompleta;Empleado obrero u operario;Hogar;Estrato 2;Nivel 2;Siete;Tres;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;No;Si;No;No;No;No;Si;Si;Si;Entre 2 y menos de 3 SMLV;No;FUNDACION TECNOLOGICA ANTONIO DE AREVALO-CARTAGENA;TECNOLOGIA EN GESTION NAVIERA Y PORTUARIA;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;CARTAGENA DE INDIAS;BOLIVAR;TECNOLOG÷A;PRESENCIAL;ADMINISTRACION;CARTAGENA DE INDIAS;BOLIVAR;INSTITUCI‡N TECNOL‡GICA;NO OFICIAL - FUNDACI‡N;CARTAGENA DE INDIAS;BOLIVAR;13;126;90;92;84;22;21;72;9;9;88;A1;31;32;64;1;6;5;87;20;48.302296
COLOMBIA;M;24/01/1996;ESTUDIANTE;COLOMBIA;BOLIVAR;CARTAGENA DE INDIAS;Soltero;Bachiller tÇcnico;2012;Segundo semestre;Menos del 75%;Entre 1 mill¢n y menos de 3 millones;No;No;No;No;3;Es habitual o permanente;No;Ninguna;TÇcnica o tecnol¢gica completa;Secundaria (Bachillerato) completa;Pensionado;Hogar;Estrato 4;No est† clasificada por el SISBEN;Cuatro;Tres;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;Si;No;Si;No;Si;Si;Si;Entre 2 y menos de 3 SMLV;No;UNIVERSIDAD DEL SINÈ 'El°as Bechara Zain£m' - UNISINÈ-CARTAGENA;TECNICA PROFESIONAL EN LOGISTICA DE PRODUCCI‡N;TECNICO EN ADMINISTRACI‡N Y TURISMO;CARTAGENA DE INDIAS;BOLIVAR;TêCNICO PROFESIONAL;PRESENCIAL;INGENIERIA INDUSTRIAL Y AFINES;CARTAGENA DE INDIAS;BOLIVAR;UNIVERSIDAD;NO OFICIAL - CORPORACI‡N;CARTAGENA DE INDIAS;BOLIVAR;13;143;99;100;125;89;91;125;90;91;155;B2;100;100;134;4;98;98;136;100;63.304359
COLOMBIA;F;19/09/1997;ESTUDIANTE;COLOMBIA;SANTANDER;BARBOSA;Soltero;Bachiller tÇcnico;2014;Segundo semestre;Menos del 75%;No pag¢ matr°cula;No;No;No;No;2;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Trabajador por cuenta propia;Hogar;Estrato 2;Nivel 1;Cuatro;Tres;Madera burda, tabla, tabl¢n;No;No;No;Si;No;No;No;No;Si;Si;No;Menos de 1 SMLV;Si, para adquirir experiencia y/o recursos para sus gastos personales;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN CONTROL AMBIENTAL;TECNOLOGICO EN INGENIER÷A, INDUSTRIA Y MINAS;VêLEZ;SANTANDER;TECNOLOG÷A;DISTANCIA;INGENIERIA AMBIENTAL, SANITARIA Y AFINES;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;VêLEZ;SANTANDER;68;134;96;93;136;97;95;149;100;100;89;A1;33;32;124;4;91;91;126;96;37.054752
COLOMBIA;M;04/04/1989;ESTUDIANTE;COLOMBIA;NORTE SANTANDER;CÈCUTA;Soltero;Bachiller acadÇmico;2006;Segundo semestre;Menos del 75%;Entre 1 mill¢n y menos de 3 millones;No;No;No;No;6;Es habitual o permanente;No;Ninguna;Primaria completa;Educaci¢n profesional completa;Peque§o empresario;Otra actividad u ocupaci¢n;Estrato 3;No est† clasificada por el SISBEN;Cuatro;Tres;Cemento, gravilla, ladrillo;Si;Si;Si;Si;No;Si;Si;Si;Si;Si;No;Entre 2 y menos de 3 SMLV;Si, para adquirir experiencia y/o recursos para sus gastos personales;UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA;TECNOLOGIA EN DISE•O GRAFICO PUBLICITARIO;TECNOLOGICO EN ARTES - DISE•O - COMUNICACI‡N;CÈCUTA;NORTE SANTANDER;TECNOLOG÷A;PRESENCIAL;DISE•O;BUCARAMANGA;SANTANDER;UNIVERSIDAD;NO OFICIAL - CORPORACI‡N;CÈCUTA;NORTE SANTANDER;54;91;34;31;71;7;6;90;31;26;95;A1;45;31;115;3;78;74;92;31;55.021893
COLOMBIA;M;03/08/1989;ESTUDIANTE;COLOMBIA;BOLIVAR;CARTAGENA DE INDIAS;Soltero;Bachiller tÇcnico;2005;Segundo semestre;Menos del 75%;No pag¢ matr°cula;No;No;No;No;3;Es temporal por razones de estudio u otra raz¢n;No;Ninguna;Secundaria (Bachillerato) incompleta;TÇcnica o tecnol¢gica completa;Otra actividad u ocupaci¢n;Empleado de nivel auxiliar o administrativo;Estrato 2;Nivel 2;Dos;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;No;No;No;No;Si;Si;Si;Entre 1 y menos de 2 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOGIA EN GESTION PORTUARIA;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;CARTAGENA DE INDIAS;BOLIVAR;TECNOLOG÷A;DISTANCIA;ECONOMIA;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;CARTAGENA DE INDIAS;BOLIVAR;13;87;27;28;94;39;39;115;76;76;146;B1;98;99;100;2;46;43;108;72;55.952312
COLOMBIA;F;02/03/1988;ESTUDIANTE;COLOMBIA;TOLIMA;IBAGUê;Soltero;Bachiller acadÇmico;2004;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;4;Es habitual o permanente;No;Ninguna;Primaria incompleta;Primaria incompleta;Pensionado;Hogar;Estrato 2;Nivel 3;Tres;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;No;Si;No;No;Si;Si;Si;Si;Entre 3 y menos de 5 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N DEL TALENTO HUMANO;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;IBAGUê;TOLIMA;TECNOLOG÷A;PRESENCIAL;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;IBAGUê;TOLIMA;73;123;87;89;138;97;98;200;100;100;136;B1;95;96;141;4;100;100;148;100;50.025909
COLOMBIA;M;17/12/1996;ESTUDIANTE;COLOMBIA;ANTIOQUIA;MARINILLA;Soltero;Bachiller tÇcnico;2012;Segundo semestre;Entre el 81% y el 90%;No pag¢ matr°cula;No;No;No;No;4;Es habitual o permanente;No;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Empleado obrero u operario;Empleado obrero u operario;Estrato 3;Nivel 3;Cuatro;Dos;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;Si;No;No;No;Si;Si;Si;No;Entre 1 y menos de 2 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN CONTABILIDAD Y FINANZAS;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;RIONEGRO;ANTIOQUIA;TECNOLOG÷A;DISTANCIA;CONTADURIA PUBLICA;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;RIONEGRO;ANTIOQUIA;5;101;52;54;84;22;21;102;53;51;114;A2;77;79;91;2;29;26;98;46;53.188637
COLOMBIA;F;13/11/1997;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Soltero;Bachiller tÇcnico;2014;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;No;Ninguna;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Otra actividad u ocupaci¢n;Hogar;Estrato 2;No est† clasificada por el SISBEN;Cinco;Cuatro;Madera pulida, baldosa, tableta, m†rmol, alfombra;Si;Si;Si;No;Si;Si;No;No;Si;Si;No;Entre 1 y menos de 2 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN CONTABILIDAD Y FINANZAS;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;DISTANCIA;CONTADURIA PUBLICA;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BOGOTµ, D.C.;BOGOTA;11;122;86;88;126;90;91;113;73;73;106;A2;66;68;92;2;30;27;112;80;47.778294
COLOMBIA;F;12/03/1992;ESTUDIANTE;COLOMBIA;BOGOTA;BOGOTµ, D.C.;Casado;Bachiller acadÇmico;2009;Segundo semestre;No sigue el sistema de crÇditos;No pag¢ matr°cula;No;No;No;No;3;Es habitual o permanente;No;Dos;Primaria incompleta;Secundaria (Bachillerato) incompleta;Empleado obrero u operario;Empleado obrero u operario;Estrato 3;Nivel 1;Cuatro;Uno;Cemento, gravilla, ladrillo;Si;Si;Si;Si;No;No;No;No;Si;Si;Si;Entre 1 y menos de 2 SMLV;No;SERVICIO NACIONAL DE APRENDIZAJE-SENA;TECNOLOG÷A EN GESTI‡N DEL TALENTO HUMANO;TECNOLOGICO EN ADMINISTRACI‡N Y TURISMO;BOGOTµ, D.C.;BOGOTA;TECNOLOG÷A;PRESENCIAL;ADMINISTRACION;BOGOTµ, D.C.;BOGOTA;INSTITUCI‡N TECNOL‡GICA;OFICIAL NACIONAL;BOGOTµ, D.C.;BOGOTA;11;106;61;64;121;85;86;115;76;76;105;A2;64;66;131;4;96;96;116;86;47.647293
